GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0031966	C	mitochondrial membrane	26	72	362	28362	2.2e-30	2.3e-28	// AT3G16480 // AT5G55200 // AT5G43970 // AT3G02090 // AT3G52730 // AT5G08530 // AT5G08690 // AT1G61570 // AT5G66510 // AT5G37510 // AT5G63510 // AT3G17240 // AT3G12260 // AT5G11770 // AT4G11010 // AT4G29130 // AT3G08580 // AT5G67500 // AT2G33040 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G47890 // AT1G61870 // AT5G14040 // AT3G27240 
GO:0005743	C	mitochondrial inner membrane	23	72	287	28362	7.7e-28	6.6e-26	// AT3G16480 // AT5G55200 // AT3G02090 // AT3G52730 // AT5G08530 // AT5G08690 // AT1G61570 // AT5G66510 // AT5G37510 // AT5G63510 // AT3G17240 // AT3G12260 // AT5G11770 // AT4G11010 // AT3G08580 // AT2G33040 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G47890 // AT1G61870 // AT5G14040 // AT3G27240 
GO:0098798	C	mitochondrial protein complex	20	72	165	28362	1.5e-27	1.1e-25	// AT5G08530 // AT3G16480 // AT2G33040 // AT5G08690 // AT5G55200 // AT1G61570 // AT3G12260 // AT5G43970 // AT1G15120 // AT5G66510 // AT3G02090 // AT5G37510 // AT5G11770 // AT5G47890 // AT3G52730 // AT3G17240 // AT5G63510 // AT1G51980 // AT4G02580 // AT3G27240 
GO:0044444	C	cytoplasmic part	70	72	10923	28362	1.1e-26	6.7e-25	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT3G49240 // AT5G53350 // AT4G21020 // AT3G07480 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT5G64670 // AT3G52730 // AT5G48030 // AT3G09810 // AT5G67500 // AT5G54580 // AT2G45290 // AT4G15640 // AT1G15120 // AT5G08690 // AT1G10270 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G61030 // AT5G66510 // AT5G63400 // AT5G37510 // AT3G02650 // ATCG00490 // AT3G17240 // AT5G23140 // AT4G09730 // AT5G08530 // AT4G29130 // AT3G19170 // AT1G19520 // AT5G63510 // AT5G55200 // AT5G40660 // AT4G11010 // AT3G12260 // AT2G31240 // AT1G80270 // AT4G11120 // AT4G30930 // AT2G37250 // AT3G08580 // AT3G22330 // AT1G26460 // AT2G33040 // AT1G64880 // AT5G60960 // AT5G51440 // AT1G70190 // AT4G02580 // AT1G51980 // AT4G36680 // AT2G45030 // AT5G62270 // AT5G47890 // AT1G22450 // AT1G61870 // AT2G43360 // AT5G14040 // AT1G48570 // AT3G27240 
GO:0019866	C	organelle inner membrane	23	72	371	28362	2e-25	1.1e-23	// AT3G16480 // AT5G55200 // AT3G02090 // AT3G52730 // AT5G08530 // AT5G08690 // AT1G61570 // AT5G66510 // AT5G37510 // AT5G63510 // AT3G17240 // AT3G12260 // AT5G11770 // AT4G11010 // AT3G08580 // AT2G33040 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G47890 // AT1G61870 // AT5G14040 // AT3G27240 
GO:0044455	C	mitochondrial membrane part	19	72	191	28362	1.2e-24	5.5e-23	// AT5G08530 // AT3G16480 // AT2G33040 // AT5G08690 // AT5G55200 // AT5G43970 // AT3G12260 // AT1G51980 // AT1G15120 // AT5G66510 // AT3G02090 // AT5G37510 // AT5G11770 // AT5G47890 // AT3G52730 // AT3G17240 // AT5G63510 // AT4G02580 // AT3G27240 
GO:0098800	C	inner mitochondrial membrane protein complex	18	72	153	28362	1.3e-24	5.7e-23	// AT5G08530 // AT3G16480 // AT2G33040 // AT5G63510 // AT3G52730 // AT5G55200 // AT3G12260 // AT1G51980 // AT1G15120 // AT5G66510 // AT3G02090 // AT5G37510 // AT5G11770 // AT5G47890 // AT5G08690 // AT3G17240 // AT4G02580 // AT3G27240 
GO:0031975	C	envelope	31	72	1170	28362	7.2e-24	2.6e-22	// AT3G16480 // AT5G20080 // AT5G55200 // AT5G43970 // AT3G02090 // AT3G52730 // ATCG00490 // AT5G08530 // AT5G08690 // AT1G61570 // AT2G26080 // AT5G66510 // AT5G37510 // AT5G63510 // AT3G17240 // AT3G12260 // AT3G19170 // AT5G11770 // AT4G11010 // AT4G29130 // AT3G08580 // AT5G67500 // AT2G33040 // AT4G02580 // AT1G51980 // AT1G15120 // AT1G80270 // AT5G47890 // AT1G61870 // AT5G14040 // AT3G27240 
GO:0031967	C	organelle envelope	31	72	1170	28362	7.2e-24	2.6e-22	// AT3G16480 // AT5G20080 // AT5G55200 // AT5G43970 // AT3G02090 // AT3G52730 // ATCG00490 // AT5G08530 // AT5G08690 // AT1G61570 // AT2G26080 // AT5G66510 // AT5G37510 // AT5G63510 // AT3G17240 // AT3G12260 // AT3G19170 // AT5G11770 // AT4G11010 // AT4G29130 // AT3G08580 // AT5G67500 // AT2G33040 // AT4G02580 // AT1G51980 // AT1G15120 // AT1G80270 // AT5G47890 // AT1G61870 // AT5G14040 // AT3G27240 
GO:0005746	C	mitochondrial respiratory chain	16	72	108	28362	2.1e-23	6.4e-22	// AT5G08530 // AT3G16480 // AT3G12260 // AT5G63510 // AT3G52730 // AT5G11770 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G66510 // AT3G02090 // AT5G37510 // AT5G47890 // AT5G08690 // AT3G17240 // AT3G27240 
GO:0098803	C	respiratory chain complex	16	72	108	28362	2.1e-23	6.4e-22	// AT5G08530 // AT3G16480 // AT3G12260 // AT5G63510 // AT3G52730 // AT5G11770 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G66510 // AT3G02090 // AT5G37510 // AT5G47890 // AT5G08690 // AT3G17240 // AT3G27240 
GO:1990204	C	oxidoreductase complex	17	72	146	28362	3.4e-23	9.8e-22	// AT5G08530 // AT3G16480 // AT3G12260 // AT5G08690 // AT5G11770 // AT4G02580 // AT2G26080 // AT1G15120 // AT5G66510 // AT3G02090 // AT5G37510 // AT5G47890 // AT3G52730 // AT3G17240 // AT5G63510 // AT1G51980 // AT3G27240 
GO:0070469	C	respiratory chain	16	72	125	28362	1.8e-22	4.8e-21	// AT5G08530 // AT3G16480 // AT3G12260 // AT5G63510 // AT3G52730 // AT5G11770 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G66510 // AT3G02090 // AT5G37510 // AT5G47890 // AT5G08690 // AT3G17240 // AT3G27240 
GO:0005737	C	cytoplasm	71	72	13406	28362	3.3e-22	8.3e-21	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT3G49240 // AT5G53350 // AT4G21020 // AT3G07480 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT5G64670 // AT3G52730 // AT5G48030 // AT3G09810 // AT5G67500 // AT5G54580 // AT2G45290 // AT4G15640 // AT1G15120 // AT5G08690 // AT1G10270 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G61030 // AT5G66510 // AT5G63400 // AT5G37510 // AT3G02650 // ATCG00490 // AT3G17240 // AT5G23140 // AT4G09730 // AT5G08530 // AT4G29130 // AT3G19170 // AT1G19520 // AT5G63510 // AT5G55200 // AT5G40660 // AT4G11010 // AT3G12260 // AT2G31240 // AT1G80270 // AT4G11120 // AT4G30930 // AT3G22310 // AT2G37250 // AT3G08580 // AT3G22330 // AT1G26460 // AT2G33040 // AT1G64880 // AT5G60960 // AT5G51440 // AT1G70190 // AT4G02580 // AT1G51980 // AT4G36680 // AT2G45030 // AT5G62270 // AT5G47890 // AT1G22450 // AT1G61870 // AT2G43360 // AT5G14040 // AT1G48570 // AT3G27240 
GO:0098796	C	membrane protein complex	21	72	597	28362	2.4e-18	5.6e-17	// AT5G08530 // AT3G16480 // AT3G62530 // AT2G33040 // AT5G08690 // AT5G55200 // AT5G43970 // AT3G12260 // AT1G51980 // AT1G15120 // AT5G66510 // AT3G02090 // AT5G37510 // AT5G11770 // AT5G47890 // AT3G52730 // AT3G17240 // AT5G63510 // AT4G02580 // AT5G67500 // AT3G27240 
GO:0031090	C	organelle membrane	29	72	1760	28362	9.5e-17	2.1e-15	// AT3G16480 // AT4G37910 // AT5G55200 // AT5G43970 // AT3G02090 // AT5G11770 // AT3G52730 // AT5G08530 // AT5G08690 // AT1G61570 // AT5G66510 // AT5G63400 // AT5G37510 // AT5G63510 // AT3G17240 // AT3G12260 // AT3G22200 // AT4G11010 // AT4G29130 // AT3G08580 // AT5G67500 // AT2G33040 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G47890 // AT1G61870 // AT5G14040 // AT3G27240 
GO:0044446	C	intracellular organelle part	44	72	4882	28362	1.2e-16	2.5e-15	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT5G53350 // AT3G22200 // AT5G43970 // AT3G02090 // AT5G11770 // AT3G52730 // AT3G22330 // AT5G08530 // AT2G45290 // AT5G08690 // AT1G61570 // AT2G26080 // AT5G66510 // AT5G63400 // AT5G37510 // ATCG00490 // AT3G17240 // AT5G23140 // AT3G12260 // AT3G19170 // AT5G63510 // AT5G55200 // AT4G11010 // AT4G29130 // AT2G37250 // AT3G08580 // AT5G67500 // AT2G33040 // AT1G64880 // AT5G60960 // AT1G70190 // AT4G02580 // AT1G51980 // AT1G15120 // AT1G80270 // AT5G47890 // AT1G22450 // AT1G61870 // AT5G14040 // AT3G27240 
GO:0044422	C	organelle part	44	72	4894	28362	1.3e-16	2.6e-15	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT5G53350 // AT3G22200 // AT5G43970 // AT3G02090 // AT5G11770 // AT3G52730 // AT3G22330 // AT5G08530 // AT2G45290 // AT5G08690 // AT1G61570 // AT2G26080 // AT5G66510 // AT5G63400 // AT5G37510 // ATCG00490 // AT3G17240 // AT5G23140 // AT3G12260 // AT3G19170 // AT5G63510 // AT5G55200 // AT4G11010 // AT4G29130 // AT2G37250 // AT3G08580 // AT5G67500 // AT2G33040 // AT1G64880 // AT5G60960 // AT1G70190 // AT4G02580 // AT1G51980 // AT1G15120 // AT1G80270 // AT5G47890 // AT1G22450 // AT1G61870 // AT5G14040 // AT3G27240 
GO:0005747	C	mitochondrial respiratory chain complex I	10	72	69	28362	7.1e-15	1.4e-13	// AT5G08530 // AT3G12260 // AT5G08690 // AT5G11770 // AT4G02580 // AT5G66510 // AT5G37510 // AT5G47890 // AT5G63510 // AT3G17240 
GO:0032991	C	macromolecular complex	32	72	2658	28362	9.1e-15	1.6e-13	// AT3G16480 // AT3G62530 // AT5G55200 // AT5G43970 // AT3G02090 // AT5G64670 // AT3G52730 // AT3G22330 // AT5G08530 // AT5G08690 // AT1G61570 // AT2G26080 // AT5G66510 // AT5G37510 // AT5G63510 // AT3G17240 // AT5G23140 // AT3G12260 // ATCG00490 // AT5G11770 // AT4G30930 // AT3G22310 // AT5G67500 // AT2G33040 // AT1G64880 // AT5G60960 // AT1G70190 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G47890 // AT3G27240 
GO:0045271	C	respiratory chain complex I	10	72	71	28362	9.2e-15	1.6e-13	// AT5G08530 // AT3G12260 // AT5G08690 // AT5G11770 // AT4G02580 // AT5G66510 // AT5G37510 // AT5G47890 // AT5G63510 // AT3G17240 
GO:0030964	C	NADH dehydrogenase complex	10	72	72	28362	1e-14	1.8e-13	// AT5G08530 // AT3G12260 // AT5G08690 // AT5G11770 // AT4G02580 // AT5G66510 // AT5G37510 // AT5G47890 // AT5G63510 // AT3G17240 
GO:0043231	C	intracellular membrane-bounded organelle	72	72	18205	28362	1.4e-14	2.4e-13	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT3G49240 // AT5G53350 // AT4G21020 // AT1G28540 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT5G64670 // AT3G52730 // AT5G48030 // AT3G09810 // AT5G67500 // AT5G54580 // AT2G45290 // AT4G15640 // AT1G15120 // AT5G08690 // AT1G10270 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G61030 // AT5G66510 // AT5G63400 // AT5G37510 // AT3G02650 // ATCG00490 // AT3G17240 // AT5G23140 // AT4G09730 // AT5G08530 // AT3G07480 // AT3G19170 // AT1G19520 // AT5G63510 // AT5G55200 // AT5G40660 // AT4G11010 // AT3G12260 // AT2G31240 // AT1G80270 // AT4G11120 // AT4G30930 // AT3G22310 // AT2G37250 // AT3G08580 // AT3G22330 // AT1G26460 // AT2G33040 // AT1G64880 // AT4G29130 // AT5G60960 // AT5G51440 // AT1G70190 // AT4G02580 // AT1G51980 // AT4G36680 // AT2G45030 // AT5G62270 // AT5G47890 // AT1G22450 // AT1G61870 // AT2G43360 // AT5G14040 // AT1G48570 // AT3G27240 
GO:0043227	C	membrane-bounded organelle	72	72	18217	28362	1.5e-14	2.4e-13	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT3G49240 // AT5G53350 // AT4G21020 // AT1G28540 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT5G64670 // AT3G52730 // AT5G48030 // AT3G09810 // AT5G67500 // AT5G54580 // AT2G45290 // AT4G15640 // AT1G15120 // AT5G08690 // AT1G10270 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G61030 // AT5G66510 // AT5G63400 // AT5G37510 // AT3G02650 // ATCG00490 // AT3G17240 // AT5G23140 // AT4G09730 // AT5G08530 // AT3G07480 // AT3G19170 // AT1G19520 // AT5G63510 // AT5G55200 // AT5G40660 // AT4G11010 // AT3G12260 // AT2G31240 // AT1G80270 // AT4G11120 // AT4G30930 // AT3G22310 // AT2G37250 // AT3G08580 // AT3G22330 // AT1G26460 // AT2G33040 // AT1G64880 // AT4G29130 // AT5G60960 // AT5G51440 // AT1G70190 // AT4G02580 // AT1G51980 // AT4G36680 // AT2G45030 // AT5G62270 // AT5G47890 // AT1G22450 // AT1G61870 // AT2G43360 // AT5G14040 // AT1G48570 // AT3G27240 
GO:0043229	C	intracellular organelle	72	72	18517	28362	4.9e-14	7.5e-13	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT3G49240 // AT5G53350 // AT4G21020 // AT1G28540 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT5G64670 // AT3G52730 // AT5G48030 // AT3G09810 // AT5G67500 // AT5G54580 // AT2G45290 // AT4G15640 // AT1G15120 // AT5G08690 // AT1G10270 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G61030 // AT5G66510 // AT5G63400 // AT5G37510 // AT3G02650 // ATCG00490 // AT3G17240 // AT5G23140 // AT4G09730 // AT5G08530 // AT3G07480 // AT3G19170 // AT1G19520 // AT5G63510 // AT5G55200 // AT5G40660 // AT4G11010 // AT3G12260 // AT2G31240 // AT1G80270 // AT4G11120 // AT4G30930 // AT3G22310 // AT2G37250 // AT3G08580 // AT3G22330 // AT1G26460 // AT2G33040 // AT1G64880 // AT4G29130 // AT5G60960 // AT5G51440 // AT1G70190 // AT4G02580 // AT1G51980 // AT4G36680 // AT2G45030 // AT5G62270 // AT5G47890 // AT1G22450 // AT1G61870 // AT2G43360 // AT5G14040 // AT1G48570 // AT3G27240 
GO:0043226	C	organelle	72	72	18527	28362	5.1e-14	7.5e-13	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT3G49240 // AT5G53350 // AT4G21020 // AT1G28540 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT5G64670 // AT3G52730 // AT5G48030 // AT3G09810 // AT5G67500 // AT5G54580 // AT2G45290 // AT4G15640 // AT1G15120 // AT5G08690 // AT1G10270 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G61030 // AT5G66510 // AT5G63400 // AT5G37510 // AT3G02650 // ATCG00490 // AT3G17240 // AT5G23140 // AT4G09730 // AT5G08530 // AT3G07480 // AT3G19170 // AT1G19520 // AT5G63510 // AT5G55200 // AT5G40660 // AT4G11010 // AT3G12260 // AT2G31240 // AT1G80270 // AT4G11120 // AT4G30930 // AT3G22310 // AT2G37250 // AT3G08580 // AT3G22330 // AT1G26460 // AT2G33040 // AT1G64880 // AT4G29130 // AT5G60960 // AT5G51440 // AT1G70190 // AT4G02580 // AT1G51980 // AT4G36680 // AT2G45030 // AT5G62270 // AT5G47890 // AT1G22450 // AT1G61870 // AT2G43360 // AT5G14040 // AT1G48570 // AT3G27240 
GO:0043234	C	protein complex	26	72	1834	28362	2e-13	2.8e-12	// AT3G16480 // AT3G62530 // AT5G55200 // AT5G43970 // AT3G02090 // AT3G52730 // AT5G08530 // AT5G08690 // AT1G61570 // AT2G26080 // AT5G66510 // AT5G37510 // AT5G63510 // AT3G17240 // AT5G23140 // AT3G12260 // AT3G22330 // AT5G11770 // AT3G22310 // AT5G67500 // AT2G33040 // AT4G02580 // AT1G51980 // AT1G15120 // AT5G47890 // AT3G27240 
GO:1902494	C	catalytic complex	17	72	711	28362	2.6e-12	3.7e-11	// AT5G08530 // AT3G16480 // AT3G12260 // AT5G08690 // AT5G11770 // AT4G02580 // AT2G26080 // AT1G15120 // AT5G66510 // AT3G02090 // AT5G37510 // AT5G47890 // AT3G52730 // AT3G17240 // AT5G63510 // AT1G51980 // AT3G27240 
GO:0009536	C	plastid	36	72	4213	28362	2.7e-12	3.7e-11	// AT3G16480 // AT3G62530 // AT3G49240 // AT4G21020 // AT3G07480 // AT5G55200 // AT5G43970 // AT2G31060 // AT3G02090 // AT2G45290 // AT5G08690 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G37510 // AT3G17240 // AT5G23140 // AT4G09730 // AT3G19170 // AT1G19520 // ATCG00490 // AT4G11010 // AT2G31240 // AT1G80270 // AT4G30930 // AT2G37250 // AT3G08580 // AT5G67500 // AT2G33040 // AT1G51980 // AT5G62270 // AT5G47890 // AT1G22450 // AT4G29130 // AT5G14040 // AT1G48570 
GO:1990351	C	transporter complex	7	72	37	28362	1.8e-11	2.3e-10	// AT3G16480 // AT1G61570 // AT1G51980 // AT1G15120 // AT3G02090 // AT3G52730 // AT3G27240 
GO:0005759	C	mitochondrial matrix	9	72	116	28362	3.1e-11	3.9e-10	// AT3G16480 // AT3G19170 // AT4G37910 // AT5G53350 // AT5G60960 // AT5G55200 // AT3G02090 // AT3G17240 // AT5G23140 
GO:0005750	C	mitochondrial respiratory chain complex III	6	72	19	28362	3.6e-11	4.3e-10	// AT3G16480 // AT1G51980 // AT1G15120 // AT3G02090 // AT3G52730 // AT3G27240 
GO:0045275	C	respiratory chain complex III	6	72	19	28362	3.6e-11	4.3e-10	// AT3G16480 // AT1G51980 // AT1G15120 // AT3G02090 // AT3G52730 // AT3G27240 
GO:0044424	C	intracellular part	72	72	20693	28362	1.4e-10	1.7e-09	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT3G49240 // AT5G53350 // AT4G21020 // AT1G28540 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT5G64670 // AT3G52730 // AT5G48030 // AT3G09810 // AT5G67500 // AT5G54580 // AT2G45290 // AT4G15640 // AT1G15120 // AT5G08690 // AT1G10270 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G61030 // AT5G66510 // AT5G63400 // AT5G37510 // AT3G02650 // ATCG00490 // AT3G17240 // AT5G23140 // AT4G09730 // AT5G08530 // AT3G07480 // AT3G19170 // AT1G19520 // AT5G63510 // AT5G55200 // AT5G40660 // AT4G11010 // AT3G12260 // AT2G31240 // AT1G80270 // AT4G11120 // AT4G30930 // AT3G22310 // AT2G37250 // AT3G08580 // AT3G22330 // AT1G26460 // AT2G33040 // AT1G64880 // AT4G29130 // AT5G60960 // AT5G51440 // AT1G70190 // AT4G02580 // AT1G51980 // AT4G36680 // AT2G45030 // AT5G62270 // AT5G47890 // AT1G22450 // AT1G61870 // AT2G43360 // AT5G14040 // AT1G48570 // AT3G27240 
GO:0005622	C	intracellular	72	72	20721	28362	1.6e-10	1.8e-09	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT3G49240 // AT5G53350 // AT4G21020 // AT1G28540 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT5G64670 // AT3G52730 // AT5G48030 // AT3G09810 // AT5G67500 // AT5G54580 // AT2G45290 // AT4G15640 // AT1G15120 // AT5G08690 // AT1G10270 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G61030 // AT5G66510 // AT5G63400 // AT5G37510 // AT3G02650 // ATCG00490 // AT3G17240 // AT5G23140 // AT4G09730 // AT5G08530 // AT3G07480 // AT3G19170 // AT1G19520 // AT5G63510 // AT5G55200 // AT5G40660 // AT4G11010 // AT3G12260 // AT2G31240 // AT1G80270 // AT4G11120 // AT4G30930 // AT3G22310 // AT2G37250 // AT3G08580 // AT3G22330 // AT1G26460 // AT2G33040 // AT1G64880 // AT4G29130 // AT5G60960 // AT5G51440 // AT1G70190 // AT4G02580 // AT1G51980 // AT4G36680 // AT2G45030 // AT5G62270 // AT5G47890 // AT1G22450 // AT1G61870 // AT2G43360 // AT5G14040 // AT1G48570 // AT3G27240 
GO:0009507	C	chloroplast	33	72	4148	28362	2.7e-10	3e-09	// AT3G16480 // AT3G62530 // AT3G49240 // AT3G07480 // AT5G55200 // AT2G31240 // AT2G31060 // AT3G02090 // AT2G45290 // AT5G08690 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G37510 // AT3G17240 // AT5G23140 // AT4G09730 // AT3G19170 // AT1G19520 // ATCG00490 // AT4G11010 // AT1G80270 // AT4G30930 // AT2G37250 // AT3G08580 // AT5G67500 // AT2G33040 // AT1G51980 // AT5G62270 // AT5G47890 // AT1G22450 // AT5G14040 // AT1G48570 
GO:0070069	C	cytochrome complex	6	72	30	28362	3.9e-10	4.2e-09	// AT3G16480 // AT1G51980 // AT1G15120 // AT3G02090 // AT3G52730 // AT3G27240 
GO:0031974	C	membrane-enclosed lumen	17	72	1008	28362	5.4e-10	5.4e-09	// AT3G16480 // AT3G62530 // AT3G19170 // AT4G37910 // AT5G20080 // AT2G33040 // AT5G53350 // AT5G08690 // AT5G55200 // AT4G11010 // AT1G61570 // AT3G02090 // AT5G60960 // AT3G17240 // AT3G22330 // AT3G08580 // AT5G23140 
GO:0043233	C	organelle lumen	17	72	1008	28362	5.4e-10	5.4e-09	// AT3G16480 // AT3G62530 // AT3G19170 // AT4G37910 // AT5G20080 // AT2G33040 // AT5G53350 // AT5G08690 // AT5G55200 // AT4G11010 // AT1G61570 // AT3G02090 // AT5G60960 // AT3G17240 // AT3G22330 // AT3G08580 // AT5G23140 
GO:0070013	C	intracellular organelle lumen	17	72	1008	28362	5.4e-10	5.4e-09	// AT3G16480 // AT3G62530 // AT3G19170 // AT4G37910 // AT5G20080 // AT2G33040 // AT5G53350 // AT5G08690 // AT5G55200 // AT4G11010 // AT1G61570 // AT3G02090 // AT5G60960 // AT3G17240 // AT3G22330 // AT3G08580 // AT5G23140 
GO:1902495	C	transmembrane transporter complex	6	72	34	28362	7.6e-10	7.4e-09	// AT3G16480 // AT1G51980 // AT1G15120 // AT3G02090 // AT3G52730 // AT3G27240 
GO:0005758	C	mitochondrial intermembrane space	5	72	22	28362	7e-09	6.6e-08	// AT3G16480 // AT3G02090 // AT4G11010 // AT1G61570 // AT5G20080 
GO:0031970	C	organelle envelope lumen	5	72	25	28362	1.2e-08	1.1e-07	// AT3G16480 // AT3G02090 // AT4G11010 // AT1G61570 // AT5G20080 
GO:0044464	C	cell part	72	72	22662	28362	9.9e-08	8.8e-07	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT3G49240 // AT5G53350 // AT4G21020 // AT1G28540 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT5G64670 // AT3G52730 // AT5G48030 // AT3G09810 // AT5G67500 // AT5G54580 // AT2G45290 // AT4G15640 // AT1G15120 // AT5G08690 // AT1G10270 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G61030 // AT5G66510 // AT5G63400 // AT5G37510 // AT3G02650 // ATCG00490 // AT3G17240 // AT5G23140 // AT4G09730 // AT5G08530 // AT3G07480 // AT3G19170 // AT1G19520 // AT5G63510 // AT5G55200 // AT5G40660 // AT4G11010 // AT3G12260 // AT2G31240 // AT1G80270 // AT4G11120 // AT4G30930 // AT3G22310 // AT2G37250 // AT3G08580 // AT3G22330 // AT1G26460 // AT2G33040 // AT1G64880 // AT4G29130 // AT5G60960 // AT5G51440 // AT1G70190 // AT4G02580 // AT1G51980 // AT4G36680 // AT2G45030 // AT5G62270 // AT5G47890 // AT1G22450 // AT1G61870 // AT2G43360 // AT5G14040 // AT1G48570 // AT3G27240 
GO:0005623	C	cell	72	72	22664	28362	9.9e-08	8.8e-07	// AT3G16480 // AT3G62530 // AT4G37910 // AT5G20080 // AT3G49240 // AT5G53350 // AT4G21020 // AT1G28540 // AT3G22200 // AT5G43970 // AT2G31060 // AT3G02090 // AT5G11770 // AT5G64670 // AT3G52730 // AT5G48030 // AT3G09810 // AT5G67500 // AT5G54580 // AT2G45290 // AT4G15640 // AT1G15120 // AT5G08690 // AT1G10270 // AT3G15000 // AT1G61570 // AT2G26080 // AT5G61030 // AT5G66510 // AT5G63400 // AT5G37510 // AT3G02650 // ATCG00490 // AT3G17240 // AT5G23140 // AT4G09730 // AT5G08530 // AT3G07480 // AT3G19170 // AT1G19520 // AT5G63510 // AT5G55200 // AT5G40660 // AT4G11010 // AT3G12260 // AT2G31240 // AT1G80270 // AT4G11120 // AT4G30930 // AT3G22310 // AT2G37250 // AT3G08580 // AT3G22330 // AT1G26460 // AT2G33040 // AT1G64880 // AT4G29130 // AT5G60960 // AT5G51440 // AT1G70190 // AT4G02580 // AT1G51980 // AT4G36680 // AT2G45030 // AT5G62270 // AT5G47890 // AT1G22450 // AT1G61870 // AT2G43360 // AT5G14040 // AT1G48570 // AT3G27240 
GO:0005774	C	vacuolar membrane	12	72	720	28362	2.9e-07	2.5e-06	// AT3G16480 // AT4G37910 // AT3G02090 // AT3G22200 // AT5G43970 // AT1G51980 // AT5G63400 // AT4G29130 // AT3G08580 // AT5G14040 // AT5G67500 // AT3G27240 
GO:0044437	C	vacuolar part	12	72	725	28362	3.1e-07	2.6e-06	// AT3G16480 // AT4G37910 // AT3G02090 // AT3G22200 // AT5G43970 // AT1G51980 // AT5G63400 // AT4G29130 // AT3G08580 // AT5G14040 // AT5G67500 // AT3G27240 
GO:0005741	C	mitochondrial outer membrane	5	72	51	28362	3.1e-07	2.6e-06	// AT4G29130 // AT3G16480 // AT3G02090 // AT5G43970 // AT5G67500 
GO:0098805	C	whole membrane	12	72	925	28362	3.8e-06	3.1e-05	// AT3G16480 // AT4G37910 // AT3G02090 // AT3G22200 // AT5G43970 // AT1G51980 // AT5G63400 // AT4G29130 // AT3G08580 // AT5G14040 // AT5G67500 // AT3G27240 
GO:0031968	C	organelle outer membrane	5	72	105	28362	9e-06	7.3e-05	// AT4G29130 // AT3G16480 // AT3G02090 // AT5G43970 // AT5G67500 
GO:0019867	C	outer membrane	5	72	107	28362	9.8e-06	7.8e-05	// AT4G29130 // AT3G16480 // AT3G02090 // AT5G43970 // AT5G67500 
GO:0005773	C	vacuole	13	72	1359	28362	3.6e-05	0.00028	// AT3G16480 // AT1G64880 // AT4G37910 // AT3G02090 // AT3G22200 // AT5G43970 // AT1G51980 // AT5G63400 // AT4G29130 // AT3G08580 // AT5G14040 // AT5G67500 // AT3G27240 
GO:0098588	C	bounding membrane of organelle	12	72	1213	28362	5.4e-05	0.00042	// AT3G16480 // AT4G37910 // AT3G02090 // AT3G22200 // AT5G43970 // AT1G51980 // AT5G63400 // AT4G29130 // AT3G08580 // AT5G14040 // AT5G67500 // AT3G27240 
