ID,label,condition,diff,p.adj,threshhold,fraction
AT1G30960, GTP-binding family protein ,clp1s,-0.266399578,0.72090843,FALSE,Soluble Proteins
AT3G49725, GTP-binding protein,clp1p,0.456541751,0.685770471,FALSE,Membrane Proteins
AT3G49725, GTP-binding protein,clp1s,0.178958843,0.773447193,FALSE,Soluble Proteins
AT4G02930, GTP binding Elongation factor Tu family protein ,clp1p,-0.118157981,0.738744358,FALSE,Membrane Proteins
AT4G02930, GTP binding Elongation factor Tu family protein ,clp1s,-0.126768692,0.717225265,FALSE,Soluble Proteins
AT5G60390, GTP binding Elongation factor Tu family protein ,clp1p,-1.098280428,0.507308811,FALSE,Membrane Proteins
AT5G60390, GTP binding Elongation factor Tu family protein ,clp1s,-0.356388687,0.783657233,FALSE,Soluble Proteins
AT1G55900, Haloacid dehalogenase-like hydrolase (HAD) superfamily protein ,clp1p,-0.083092708,0.858351968,FALSE,Membrane Proteins
AT1G55900, Haloacid dehalogenase-like hydrolase (HAD) superfamily protein ,clp1s,-0.201815466,0.771621498,FALSE,Soluble Proteins
AT5G44730, Haloacid dehalogenase-like hydrolase (HAD) superfamily protein ,clp1p,-0.10021843,0.790684421,FALSE,Membrane Proteins
AT5G44730, Haloacid dehalogenase-like hydrolase (HAD) superfamily protein ,clp1s,-0.22257951,0.575454972,FALSE,Soluble Proteins
AT5G02500, heat shock cognate protein 70-1 ,clp1p,-0.533353395,0.596305882,FALSE,Membrane Proteins
AT5G02500, heat shock cognate protein 70-1 ,clp1s,-0.132103479,0.832586888,FALSE,Soluble Proteins
AT2G33210, heat shock protein 60-2 ,clp1p,-0.041494226,0.84587095,FALSE,Membrane Proteins
AT2G33210, heat shock protein 60-2 ,clp1s,-0.142409309,0.550549932,FALSE,Soluble Proteins
AT3G13860, heat shock protein 60-3A ,clp1p,0.024877619,0.86683192,FALSE,Membrane Proteins
AT3G13860, heat shock protein 60-3A ,clp1s,-0.200883174,0.380003068,FALSE,Soluble Proteins
AT3G23990, heat shock protein 60 ,clp1p,-0.00476951,0.862226354,FALSE,Membrane Proteins
AT3G23990, heat shock protein 60 ,clp1s,-0.17791651,0.392812447,FALSE,Soluble Proteins
AT5G28540, heat shock protein 70 (Hsp 70) family protein ,clp1p,-0.366189779,0.830156588,FALSE,Membrane Proteins
AT5G28540, heat shock protein 70 (Hsp 70) family protein ,clp1s,-0.058984991,0.858493624,FALSE,Soluble Proteins
AT5G56030, heat shock protein 81-2 ,clp1p,0.09299819,0.803256381,FALSE,Membrane Proteins
AT5G56030, heat shock protein 81-2 ,clp1s,-0.299221993,0.778483953,FALSE,Soluble Proteins
AT3G07770, HEAT SHOCK PROTEIN 89.1 ,clp1p,0.3283354,0.22661674,FALSE,Membrane Proteins
AT3G07770, HEAT SHOCK PROTEIN 89.1 ,clp1s,0.156126855,0.487014129,FALSE,Soluble Proteins
AT4G29130, hexokinase 1 ,clp1p,-0.871480493,0.670286034,FALSE,Membrane Proteins
AT4G29130, hexokinase 1 ,clp1s,-0.079576966,0.865489897,FALSE,Soluble Proteins
AT2G19860, hexokinase 2 ,clp1p,-0.480445803,0.680810644,FALSE,Membrane Proteins
AT2G19860, hexokinase 2 ,clp1s,-0.198953229,0.803083662,FALSE,Soluble Proteins
AT1G66240, homolog of anti-oxidant 1 ,clp1p,-0.146394275,0.798129925,FALSE,Membrane Proteins
AT1G66240, homolog of anti-oxidant 1 ,clp1s,0.385684621,0.609341348,FALSE,Soluble Proteins
AT5G51440,HSP20-like,clp1p,0.870691718,0.570350704,FALSE,Membrane Proteins
AT5G51440,HSP20-like,clp1s,1.892836069,0.002719685,TRUE,Soluble Proteins
AT5G47210, Hyaluronan / mRNA binding family ,clp1p,-0.647895796,0.65401118,FALSE,Membrane Proteins
AT5G47210, Hyaluronan / mRNA binding family ,clp1s,0.114598163,0.850020825,FALSE,Soluble Proteins
ATMG00640, hydrogen ion transporting ATP synthases,clp1p,0.089327168,0.850667162,FALSE,Membrane Proteins
ATMG00640, hydrogen ion transporting ATP synthases,clp1s,-0.34901589,0.711311615,FALSE,Soluble Proteins
AT1G53645, hydroxyproline-rich glycoprotein family protein ,clp1p,0.12622254,0.573606948,FALSE,Membrane Proteins
AT1G53645, hydroxyproline-rich glycoprotein family protein ,clp1s,0.325557885,0.064170285,FALSE,Soluble Proteins
AT1G68010, hydroxypyruvate reductase ,clp1p,-0.032463379,0.860022108,FALSE,Membrane Proteins
AT1G68010, hydroxypyruvate reductase ,clp1s,0.066369023,0.808761031,FALSE,Soluble Proteins
AT1G20430, hypothetical protein ,clp1p,0.280328634,0.802858644,FALSE,Membrane Proteins
AT1G20430, hypothetical protein ,clp1s,0.774379563,0.502360121,FALSE,Soluble Proteins
AT1G27435, hypothetical protein ,clp1p,0.252416248,0.825290127,FALSE,Membrane Proteins
AT1G27435, hypothetical protein ,clp1s,0.004278847,0.795619215,FALSE,Soluble Proteins
AT1G71730, hypothetical protein ,clp1p,0.627804631,0.786837643,FALSE,Membrane Proteins
AT1G71730, hypothetical protein ,clp1s,0.587085916,0.733863391,FALSE,Soluble Proteins
AT5G24165, hypothetical protein ,clp1p,-0.119643737,0.806047125,FALSE,Membrane Proteins
AT5G24165, hypothetical protein ,clp1s,-0.149996124,0.623617271,FALSE,Soluble Proteins
AT3G56430, import inner membrane translocase subunit ,clp1p,0.416902073,0.671171394,FALSE,Membrane Proteins
AT3G56430, import inner membrane translocase subunit ,clp1s,-0.573063568,0.635841549,FALSE,Soluble Proteins
AT4G19540, INDH1(iron-sulfur protein required for NADH dehydrogenase) ,clp1p,-0.213666106,0.841986724,FALSE,Membrane Proteins
AT4G19540, INDH1(iron-sulfur protein required for NADH dehydrogenase) ,clp1s,-0.091498603,0.860298244,FALSE,Soluble Proteins
AT1G50510, indigoidine synthase A family protein ,clp1p,-0.076397411,0.850815102,FALSE,Membrane Proteins
AT1G50510, indigoidine synthase A family protein ,clp1s,0.012773005,0.876919058,FALSE,Soluble Proteins
AT4G05530, indole-3-butyric acid response 1 ,clp1p,-0.867194805,0.509917211,FALSE,Membrane Proteins
AT4G05530, indole-3-butyric acid response 1 ,clp1s,-0.010162778,0.874718307,FALSE,Soluble Proteins
AT4G14430, indole-3-butyric acid response 10 ,clp1p,-0.076087647,0.781607877,FALSE,Membrane Proteins
AT4G14430, indole-3-butyric acid response 10 ,clp1s,-0.234014786,0.774107174,FALSE,Soluble Proteins
AT1G42960, inner membrane localized protein ,clp1p,-0.283131187,0.848641119,FALSE,Membrane Proteins
AT1G42960, inner membrane localized protein ,clp1s,-0.262583014,0.829649101,FALSE,Soluble Proteins
AT1G15690, Inorganic H pyrophosphatase family protein ,clp1p,-0.011582759,0.705808562,FALSE,Membrane Proteins
AT1G15690, Inorganic H pyrophosphatase family protein ,clp1s,-0.253935424,0.71506034,FALSE,Soluble Proteins
AT1G51980, Insulinase (Peptidase family M16) protein ,clp1p,0.825591518,0.167529172,FALSE,Membrane Proteins
AT1G51980, Insulinase (Peptidase family M16) protein ,clp1s,0.178800859,0.776554882,FALSE,Soluble Proteins
AT3G02090, Insulinase (Peptidase family M16) protein ,clp1p,0.553337016,0.226622931,FALSE,Membrane Proteins
AT3G02090, Insulinase (Peptidase family M16) protein ,clp1s,0.113756258,0.785146588,FALSE,Soluble Proteins
ATCG01060, iron-sulfur cluster binding,clp1p,-0.626549194,0.5073729,FALSE,Membrane Proteins
ATCG01060, iron-sulfur cluster binding,clp1s,-0.171872503,0.808572908,FALSE,Soluble Proteins
AT5G03905, Iron-sulfur cluster biosynthesis family protein ,clp1p,0.503379026,0.792154401,FALSE,Membrane Proteins
AT5G03905, Iron-sulfur cluster biosynthesis family protein ,clp1s,0.145273323,0.838174398,FALSE,Soluble Proteins
AT2G16710, Iron-sulfur cluster biosynthesis family protein ,clp1p,0.876977999,0.574354273,FALSE,Membrane Proteins
AT2G16710, Iron-sulfur cluster biosynthesis family protein ,clp1s,-0.173700111,0.844172942,FALSE,Soluble Proteins
AT1G54340, isocitrate dehydrogenase ,clp1p,0.525125647,0.784778326,FALSE,Membrane Proteins
AT1G54340, isocitrate dehydrogenase ,clp1s,-0.656514789,0.594829415,FALSE,Soluble Proteins
AT4G35260, isocitrate dehydrogenase 1 ,clp1p,-0.21146155,0.584513115,FALSE,Membrane Proteins
AT4G35260, isocitrate dehydrogenase 1 ,clp1s,-0.291982256,0.189740154,FALSE,Soluble Proteins
AT2G17130, isocitrate dehydrogenase subunit 2 ,clp1p,-0.193311153,0.706401009,FALSE,Membrane Proteins
AT2G17130, isocitrate dehydrogenase subunit 2 ,clp1s,-0.330542599,0.318392234,FALSE,Soluble Proteins
AT5G03290, isocitrate dehydrogenase V ,clp1p,-0.128078927,0.756872187,FALSE,Membrane Proteins
AT5G03290, isocitrate dehydrogenase V ,clp1s,-0.356974205,0.05466442,FALSE,Soluble Proteins
AT3G09810,ISOCITRATE DEHYDROGENASE VI,clp1p,-0.207057213,0.680873957,FALSE,Membrane Proteins
AT3G09810,ISOCITRATE DEHYDROGENASE VI,clp1s,-0.490153022,0.021697443,TRUE,Soluble Proteins
AT3G21720, isocitrate lyase ,clp1p,0.596761338,0.464982355,FALSE,Membrane Proteins
AT3G21720, isocitrate lyase ,clp1s,0.636459086,0.259279878,FALSE,Soluble Proteins
AT5G14590, Isocitrate/isopropylmalate dehydrogenase family protein ,clp1p,-0.198051293,0.808253871,FALSE,Membrane Proteins
AT5G14590, Isocitrate/isopropylmalate dehydrogenase family protein ,clp1s,-0.614600654,0.166064431,FALSE,Soluble Proteins
AT5G55610, isopentenyl-diphosphate delta-isomerase ,clp1p,-0.828555582,0.407834147,FALSE,Membrane Proteins
AT5G55610, isopentenyl-diphosphate delta-isomerase ,clp1s,-0.27091684,0.770888862,FALSE,Soluble Proteins
AT3G02780, isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2 ,clp1p,-0.109718436,0.778737749,FALSE,Membrane Proteins
AT3G02780, isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2 ,clp1s,-0.111962891,0.7483206,FALSE,Soluble Proteins
AT4G13430, isopropyl malate isomerase large subunit 1 ,clp1p,-0.421288237,0.735067287,FALSE,Membrane Proteins
AT4G13430, isopropyl malate isomerase large subunit 1 ,clp1s,0.328017713,0.714821046,FALSE,Soluble Proteins
AT3G45300, isovaleryl-CoA-dehydrogenase ,clp1p,0.028303762,0.865786483,FALSE,Membrane Proteins
AT3G45300, isovaleryl-CoA-dehydrogenase ,clp1s,-0.914637837,0.28169798,FALSE,Soluble Proteins
AT1G33790, jacalin lectin family protein ,clp1p,-0.440939139,0.778989659,FALSE,Membrane Proteins
AT1G33790, jacalin lectin family protein ,clp1s,-0.156355329,0.833906191,FALSE,Soluble Proteins
AT1G53760, K+-H+ exchange-like protein ,clp1p,-0.789044179,0.658361491,FALSE,Membrane Proteins
AT1G53760, K+-H+ exchange-like protein ,clp1s,0.171333518,0.801805983,FALSE,Soluble Proteins
AT3G58610, ketol-acid reductoisomerase ,clp1p,-0.496861021,0.706884451,FALSE,Membrane Proteins
AT3G58610, ketol-acid reductoisomerase ,clp1s,-0.330054244,0.731676488,FALSE,Soluble Proteins
AT3G47930, L-galactono-1,clp1p,-0.254450381,0.782190453,FALSE,Membrane Proteins
AT3G47930, L-galactono-1,clp1s,-0.113164908,0.833424362,FALSE,Soluble Proteins
AT1G04410, Lactate/malate dehydrogenase family protein ,clp1p,-0.192734681,0.83471449,FALSE,Membrane Proteins
AT1G04410, Lactate/malate dehydrogenase family protein ,clp1s,0.865346497,0.143039258,FALSE,Soluble Proteins
AT1G53240, Lactate/malate dehydrogenase family protein ,clp1p,-0.006745095,0.827142623,FALSE,Membrane Proteins
AT1G53240, Lactate/malate dehydrogenase family protein ,clp1s,-0.01158558,0.839727591,FALSE,Soluble Proteins
AT3G15020, Lactate/malate dehydrogenase family protein ,clp1p,0.018693109,0.875861152,FALSE,Membrane Proteins
AT3G15020, Lactate/malate dehydrogenase family protein ,clp1s,-1.665114238,0.384507794,FALSE,Soluble Proteins
AT4G21020,LEA fam prot,clp1p,1.922952925,3.07E-04,TRUE,Membrane Proteins
AT4G21020,LEA fam prot,clp1s,1.366911342,1.94E-04,TRUE,Soluble Proteins
AT1G65540, LETM1-like protein ,clp1p,-0.629450461,0.456330697,FALSE,Membrane Proteins
AT1G65540, LETM1-like protein ,clp1s,-0.078553974,0.844723307,FALSE,Soluble Proteins
AT3G59820, LETM1-like protein ,clp1p,0.197324946,0.850010335,FALSE,Membrane Proteins
AT3G59820, LETM1-like protein ,clp1s,0.310665465,0.81150351,FALSE,Soluble Proteins
AT3G47470, light-harvesting chlorophyll-protein complex I subunit A4 ,clp1p,-0.155271457,0.835947759,FALSE,Membrane Proteins
AT3G47470, light-harvesting chlorophyll-protein complex I subunit A4 ,clp1s,-0.72195024,0.429935874,FALSE,Soluble Proteins
AT5G54270, light-harvesting chlorophyll B-binding protein 3 ,clp1p,0.099162948,0.823082463,FALSE,Membrane Proteins
AT5G54270, light-harvesting chlorophyll B-binding protein 3 ,clp1s,-0.468034151,0.75614911,FALSE,Soluble Proteins
AT4G10340, light harvesting complex of photosystem II 5 ,clp1p,-0.911111707,0.692680311,FALSE,Membrane Proteins
AT4G10340, light harvesting complex of photosystem II 5 ,clp1s,-0.533129223,0.724339847,FALSE,Soluble Proteins
AT3G08940, light harvesting complex photosystem II ,clp1p,-0.523243455,0.530103314,FALSE,Membrane Proteins
AT3G08940, light harvesting complex photosystem II ,clp1s,-0.186927511,0.687234022,FALSE,Soluble Proteins
AT5G01530, light harvesting complex photosystem II ,clp1p,-0.106773084,0.867560457,FALSE,Membrane Proteins
AT5G01530, light harvesting complex photosystem II ,clp1s,-0.773585643,0.698155479,FALSE,Soluble Proteins
AT1G15820, light harvesting complex photosystem II subunit 6 ,clp1p,-1.424117922,0.113202039,FALSE,Membrane Proteins
AT1G15820, light harvesting complex photosystem II subunit 6 ,clp1s,-0.193598064,0.81252797,FALSE,Soluble Proteins
AT2G38530, lipid transfer protein 2 ,clp1p,-0.064736978,0.758533661,FALSE,Membrane Proteins
AT2G38530, lipid transfer protein 2 ,clp1s,-0.028181558,0.728996286,FALSE,Soluble Proteins
AT3G17240,LIPOAMIDE DEHYDROGENASE 2 (mt),clp1p,-0.246820354,0.607887275,FALSE,Membrane Proteins
AT3G17240,LIPOAMIDE DEHYDROGENASE 2 (mt),clp1s,-0.595420386,0.00872884,TRUE,Soluble Proteins
AT2G20860, lipoic acid synthase 1 ,clp1p,-0.149524486,0.722935487,FALSE,Membrane Proteins
AT2G20860, lipoic acid synthase 1 ,clp1s,-0.658683907,0.472720556,FALSE,Soluble Proteins
AT1G04640, lipoyltransferase 2 ,clp1p,-0.480499082,0.760061086,FALSE,Membrane Proteins
AT1G04640, lipoyltransferase 2 ,clp1s,-0.232305507,0.80987707,FALSE,Soluble Proteins
AT5G26860, lon protease 1 ,clp1p,0.092751904,0.833776022,FALSE,Membrane Proteins
AT5G26860, lon protease 1 ,clp1s,-0.268492255,0.408622252,FALSE,Soluble Proteins
AT3G05970, long-chain acyl-CoA synthetase 6 ,clp1p,-0.63401942,0.667780797,FALSE,Membrane Proteins
AT3G05970, long-chain acyl-CoA synthetase 6 ,clp1s,0.147882715,0.844508177,FALSE,Soluble Proteins
AT5G27600, long-chain acyl-CoA synthetase 7 ,clp1p,-1.059820121,0.339944245,FALSE,Membrane Proteins
AT5G27600, long-chain acyl-CoA synthetase 7 ,clp1s,0.172384694,0.833211331,FALSE,Soluble Proteins
AT5G16660, Low-density receptor-like protein ,clp1p,-0.144149336,0.863435098,FALSE,Membrane Proteins
AT5G16660, Low-density receptor-like protein ,clp1s,-0.028840994,0.758554824,FALSE,Soluble Proteins
AT3G12260,LYR family of Fe/S cluster,clp1p,4.26983621,6.32E-08,TRUE,Membrane Proteins
AT3G12260,LYR family of Fe/S cluster,clp1s,0.385671709,0.725241306,FALSE,Soluble Proteins
AT4G34700, LYR family of Fe/S cluster biogenesis protein ,clp1p,-0.674787926,0.495899005,FALSE,Membrane Proteins
AT4G34700, LYR family of Fe/S cluster biogenesis protein ,clp1s,-0.12502919,0.84472311,FALSE,Soluble Proteins
AT5G61220, LYR family of Fe/S cluster biogenesis protein ,clp1p,-0.041496732,0.853476632,FALSE,Membrane Proteins
AT5G61220, LYR family of Fe/S cluster biogenesis protein ,clp1s,-0.171060336,0.649638829,FALSE,Soluble Proteins
AT1G52760, lysophospholipase 2 ,clp1p,-0.52617644,0.740895218,FALSE,Membrane Proteins
AT1G52760, lysophospholipase 2 ,clp1s,-0.667024706,0.475513649,FALSE,Soluble Proteins
AT3G13490, Lysyl-tRNA synthetase,clp1p,0.722669262,0.675704123,FALSE,Membrane Proteins
AT3G13490, Lysyl-tRNA synthetase,clp1s,-0.160813415,0.800485485,FALSE,Soluble Proteins
AT2G35900, Mal d 1-associated protein ,clp1p,-0.901725821,0.300459978,FALSE,Membrane Proteins
AT2G35900, Mal d 1-associated protein ,clp1s,0.423755494,0.515957589,FALSE,Soluble Proteins
AT3G47520, malate dehydrogenase ,clp1p,-0.245287709,0.803265202,FALSE,Membrane Proteins
AT3G47520, malate dehydrogenase ,clp1s,-0.382245542,0.649918347,FALSE,Soluble Proteins
AT5G03860, malate synthase ,clp1p,1.064137537,0.642743918,FALSE,Membrane Proteins
AT5G03860, malate synthase ,clp1s,1.571949214,0.319344047,FALSE,Soluble Proteins
AT2G21870, MALE GAMETOPHYTE DEFECTIVE 1 ,clp1p,-1.275571763,0.401719891,FALSE,Membrane Proteins
AT2G21870, MALE GAMETOPHYTE DEFECTIVE 1 ,clp1s,0.005957572,0.878707354,FALSE,Soluble Proteins
AT1G68990, male gametophyte defective 3 ,clp1p,-0.536257434,0.469504456,FALSE,Membrane Proteins
AT1G68990, male gametophyte defective 3 ,clp1s,0.932998471,0.037453783,FALSE,Soluble Proteins
AT3G10920, manganese superoxide dismutase 1 ,clp1p,-0.204871512,0.726624724,FALSE,Membrane Proteins
AT3G10920, manganese superoxide dismutase 1 ,clp1s,-0.280884467,0.548593581,FALSE,Soluble Proteins
AT1G52070, Mannose-binding lectin superfamily protein ,clp1p,-0.016662519,0.865202597,FALSE,Membrane Proteins
AT1G52070, Mannose-binding lectin superfamily protein ,clp1s,0.38335328,0.742620413,FALSE,Soluble Proteins
AT3G16460, Mannose-binding lectin superfamily protein ,clp1p,-1.730323967,0.669810837,FALSE,Membrane Proteins
AT3G16460, Mannose-binding lectin superfamily protein ,clp1s,0.199737474,0.861016125,FALSE,Soluble Proteins
AT3G16450, Mannose-binding lectin superfamily protein ,clp1p,-0.697954828,0.788954377,FALSE,Membrane Proteins
AT3G16450, Mannose-binding lectin superfamily protein ,clp1s,-0.220735877,0.842988095,FALSE,Soluble Proteins
AT3G16470, Mannose-binding lectin superfamily protein ,clp1p,-0.227681816,0.78589927,FALSE,Membrane Proteins
AT3G16470, Mannose-binding lectin superfamily protein ,clp1s,-0.438909249,0.562312427,FALSE,Soluble Proteins
AT2G21640, marker for oxidative stress response protein ,clp1p,-0.655978606,0.76001296,FALSE,Membrane Proteins
AT2G21640, marker for oxidative stress response protein ,clp1s,0.211625724,0.83768106,FALSE,Soluble Proteins
AT1G79230, mercaptopyruvate sulfurtransferase 1 ,clp1p,-0.272893486,0.550568373,FALSE,Membrane Proteins
AT1G79230, mercaptopyruvate sulfurtransferase 1 ,clp1s,-0.18761912,0.548773494,FALSE,Soluble Proteins
AT5G41970, Metal-dependent protein hydrolase ,clp1p,-0.116909272,0.856221451,FALSE,Membrane Proteins
AT5G41970, Metal-dependent protein hydrolase ,clp1s,0.177797538,0.826255553,FALSE,Soluble Proteins
AT1G09300, Metallopeptidase M24 family protein ,clp1p,-0.077376116,0.822741894,FALSE,Membrane Proteins
AT1G09300, Metallopeptidase M24 family protein ,clp1s,0.429738745,0.683744281,FALSE,Soluble Proteins
AT2G19080, metaxin-like protein ,clp1p,-0.380631828,0.831971752,FALSE,Membrane Proteins
AT2G19080, metaxin-like protein ,clp1s,-0.501929033,0.650571374,FALSE,Soluble Proteins
AT3G55400, methionyl-tRNA synthetase / methionine-tRNA ligase / MetRS (cpMetRS) ,clp1p,0.186377078,0.822515931,FALSE,Membrane Proteins
AT3G55400, methionyl-tRNA synthetase / methionine-tRNA ligase / MetRS (cpMetRS) ,clp1s,0.818719703,0.044048578,FALSE,Soluble Proteins
AT1G03090, methylcrotonyl-CoA carboxylase alpha chain ,clp1p,-0.318224236,0.784184819,FALSE,Membrane Proteins
AT1G03090, methylcrotonyl-CoA carboxylase alpha chain ,clp1s,-0.784951448,0.209136198,FALSE,Soluble Proteins
AT1G18500, methylthioalkylmalate synthase-like 4 ,clp1p,-0.022625291,0.853208321,FALSE,Membrane Proteins
AT1G18500, methylthioalkylmalate synthase-like 4 ,clp1s,0.087571707,0.840567222,FALSE,Soluble Proteins
AT4G39690, MICOS complex subunit ,clp1p,-0.82403564,0.370606381,FALSE,Membrane Proteins
AT4G39690, MICOS complex subunit ,clp1s,-0.087623949,0.818707685,FALSE,Soluble Proteins
AT1G22520, MICOS complex subunit Mic10-like protein (DUF543) ,clp1p,-0.931934074,0.383503688,FALSE,Membrane Proteins
AT1G22520, MICOS complex subunit Mic10-like protein (DUF543) ,clp1s,-0.030856966,0.866450649,FALSE,Soluble Proteins
AT1G72170, MICOS complex subunit,clp1p,-0.397050141,0.686760868,FALSE,Membrane Proteins
AT1G72170, MICOS complex subunit,clp1s,-0.228145419,0.757942282,FALSE,Soluble Proteins
AT5G27540, MIRO-related GTP-ase 1 ,clp1p,0.351858834,0.825267542,FALSE,Membrane Proteins
AT5G27540, MIRO-related GTP-ase 1 ,clp1s,-0.319684382,0.796754173,FALSE,Soluble Proteins
AT1G16870, mitochondrial 28S ribosomal protein S29-like protein ,clp1p,0.54267424,0.427650411,FALSE,Membrane Proteins
AT1G16870, mitochondrial 28S ribosomal protein S29-like protein ,clp1s,0.465316933,0.299267792,FALSE,Soluble Proteins
AT1G65290, mitochondrial acyl carrier protein 2 ,clp1p,-0.088764094,0.822624682,FALSE,Membrane Proteins
AT1G65290, mitochondrial acyl carrier protein 2 ,clp1s,-0.08456319,0.750536713,FALSE,Soluble Proteins
AT2G19680, Mitochondrial ATP synthase subunit G protein ,clp1p,-0.842787038,0.138152533,FALSE,Membrane Proteins
AT2G19680, Mitochondrial ATP synthase subunit G protein ,clp1s,-0.132568811,0.792905874,FALSE,Soluble Proteins
AT4G26210, Mitochondrial ATP synthase subunit G protein ,clp1p,-0.914295921,0.758443152,FALSE,Membrane Proteins
AT4G26210, Mitochondrial ATP synthase subunit G protein ,clp1s,0.95561412,0.676836828,FALSE,Soluble Proteins
AT4G29480, Mitochondrial ATP synthase subunit G protein ,clp1p,-0.945854698,0.621646269,FALSE,Membrane Proteins
AT4G29480, Mitochondrial ATP synthase subunit G protein ,clp1s,-0.084309427,0.86302168,FALSE,Soluble Proteins
AT4G21090, MITOCHONDRIAL FERREDOXIN 2 ,clp1p,-0.219426557,0.694840545,FALSE,Membrane Proteins
AT4G21090, MITOCHONDRIAL FERREDOXIN 2 ,clp1s,-0.186499581,0.629508649,FALSE,Soluble Proteins
AT5G02050, Mitochondrial glycoprotein family protein ,clp1p,0.017790244,0.874806463,FALSE,Membrane Proteins
AT5G02050, Mitochondrial glycoprotein family protein ,clp1s,0.198482577,0.568202332,FALSE,Soluble Proteins
AT2G41600, Mitochondrial glycoprotein family protein ,clp1p,-0.488413718,0.66514097,FALSE,Membrane Proteins
AT2G41600, Mitochondrial glycoprotein family protein ,clp1s,-0.387018522,0.630734366,FALSE,Soluble Proteins
AT4G37910,HSP70-1,clp1p,0.634389626,0.003416903,TRUE,Membrane Proteins
AT4G37910,HSP70-1,clp1s,0.554259007,1.33E-04,TRUE,Soluble Proteins
AT5G09590, mitochondrial HSO70 2 ,clp1p,0.157230639,0.693225857,FALSE,Membrane Proteins
AT5G09590, mitochondrial HSO70 2 ,clp1s,0.1194963,0.683359368,FALSE,Soluble Proteins
AT2G42210, Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein ,clp1p,-0.814940909,0.792258114,FALSE,Membrane Proteins
AT2G42210, Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein ,clp1s,-1.30642696,0.532806945,FALSE,Soluble Proteins
AT3G10110, Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein ,clp1p,-0.2122117,0.792716908,FALSE,Membrane Proteins
AT3G10110, Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein ,clp1s,0.110566745,0.842099213,FALSE,Soluble Proteins
AT1G48030, mitochondrial lipoamide dehydrogenase 1 ,clp1p,-0.228432744,0.638338751,FALSE,Membrane Proteins
AT1G48030, mitochondrial lipoamide dehydrogenase 1 ,clp1s,-0.323672861,0.189557941,FALSE,Soluble Proteins
AT3G16480,MPPalpha,clp1p,0.864710396,0.008742171,TRUE,Membrane Proteins
AT3G16480,MPPalpha,clp1s,0.129394374,0.654618461,FALSE,Soluble Proteins
AT3G01740, Mitochondrial ribosomal protein L37 ,clp1p,-0.230448567,0.799492504,FALSE,Membrane Proteins
AT3G01740, Mitochondrial ribosomal protein L37 ,clp1s,0.42139618,0.727315414,FALSE,Soluble Proteins
ATMG00290, mitochondrial ribosomal protein S4 ,clp1p,0.614437333,0.700961666,FALSE,Membrane Proteins
ATMG00290, mitochondrial ribosomal protein S4 ,clp1s,0.758230557,0.631915596,FALSE,Soluble Proteins
AT5G19760, Mitochondrial substrate carrier family protein ,clp1p,-2.848340569,0.221813273,FALSE,Membrane Proteins
AT5G19760, Mitochondrial substrate carrier family protein ,clp1s,-0.213680327,0.85719384,FALSE,Soluble Proteins
AT5G46800, Mitochondrial substrate carrier family protein ,clp1p,-0.289771018,0.838473629,FALSE,Membrane Proteins
AT5G46800, Mitochondrial substrate carrier family protein ,clp1s,-0.323146728,0.791299369,FALSE,Soluble Proteins
AT3G27820, monodehydroascorbate reductase 4 ,clp1p,0.418853649,0.804476818,FALSE,Membrane Proteins
AT3G27820, monodehydroascorbate reductase 4 ,clp1s,-0.19193686,0.849521346,FALSE,Soluble Proteins
AT1G63940, monodehydroascorbate reductase 6 ,clp1p,-0.286532209,0.580119029,FALSE,Membrane Proteins
AT1G63940, monodehydroascorbate reductase 6 ,clp1s,-0.240810727,0.444826676,FALSE,Soluble Proteins
AT4G00860, monopolar spindle protein (DUF1138) ,clp1p,-0.590975041,0.553825949,FALSE,Membrane Proteins
AT4G00860, monopolar spindle protein (DUF1138) ,clp1s,-0.196401818,0.79316871,FALSE,Soluble Proteins
AT3G06860, multifunctional protein 2 ,clp1p,0.220520157,0.682971972,FALSE,Membrane Proteins
AT3G06860, multifunctional protein 2 ,clp1s,0.54338436,0.439100639,FALSE,Soluble Proteins
AT4G20020, multiple organellar RNA editing factor ,clp1p,-0.005394013,0.834056591,FALSE,Membrane Proteins
AT4G20020, multiple organellar RNA editing factor ,clp1s,-0.173611131,0.734698571,FALSE,Soluble Proteins
AT2G13560,NAD-DEPENDENT MALIC ENZYME 1,clp1p,-0.240849134,0.460320203,FALSE,Membrane Proteins
AT2G13560,NAD-DEPENDENT MALIC ENZYME 1,clp1s,-0.366536996,0.026956137,TRUE,Soluble Proteins
AT4G00570, NAD-dependent malic enzyme 2 ,clp1p,-0.106337703,0.794822722,FALSE,Membrane Proteins
AT4G00570, NAD-dependent malic enzyme 2 ,clp1s,-0.310641773,0.107331171,FALSE,Soluble Proteins
AT2G05990, NAD(P)-binding Rossmann-fold superfamily protein ,clp1p,0.503532687,0.733208459,FALSE,Membrane Proteins
AT2G05990, NAD(P)-binding Rossmann-fold superfamily protein ,clp1s,-0.31518046,0.803988959,FALSE,Soluble Proteins
